Customer_ID,MaritalStatus,Education,Gender,BIRTH_DATE,CHILDREN_COUNT,CONTACT_NAME,Twitter_ID,Client_Importance,Client_Potential,ANNUAL_Income,Transaction_Date,Bank_Name,Transaction_ID,Transaction_Category,Card_Brand,Transaction_Category_Code,Transaction_Amount,Zip Code,City,AGE,Fraud,Gasoline,Movies
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-10-02T18:00:00.001+02:00,BancaItaliana,C00803900157224,Home,Debit Card,5722,20.54,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-01-09T18:00:00.001+02:00,BancaItaliana,C00803900157223,Home,Debit Card,5722,14.03,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-05-01T18:00:00.001+02:00,BancaItaliana,C00803900157223,Home,Debit Card,5722,17.3,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-01-30T18:00:00.001+02:00,BancaItaliana,C00803900157224,Home,Debit Card,5722,16.16,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-07-10T18:00:00.001+02:00,BancaItaliana,C00803900157224,Home,Debit Card,5722,18.32,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-10-02T18:00:00.001+02:00,BancaItaliana,C00803900157224,Home,Debit Card,5722,20.54,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-01-09T18:00:00.001+02:00,BancaItaliana,C00803900157223,Home,Debit Card,5722,14.03,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-05-01T18:00:00.001+02:00,BancaItaliana,C00803900157223,Home,Debit Card,5722,17.3,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-01-30T18:00:00.001+02:00,BancaItaliana,C00803900157224,Home,Debit Card,5722,16.16,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-07-10T18:00:00.001+02:00,BancaItaliana,C00803900157224,Home,Debit Card,5722,18.32,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-10-27T19:26:45.001+02:00,BancaItaliana,C00803900153113,Coffee,Debit Card,5311,61.01,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-12-29T14:23:33.001+02:00,BancaItaliana,C00803900153113,Coffee,Debit Card,5311,40.62,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-06-14T10:53:27.001+02:00,BancaItaliana,C00803900153112,Coffee,Debit Card,5311,60.83,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-02-08T18:15:27.001+02:00,BancaItaliana,C00803900153114,Coffee,Debit Card,5311,54.94,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-01-30T11:26:57.001+02:00,BancaItaliana,C00803900153112,Coffee,Debit Card,5311,70.32,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-02-06T19:17:37.001+02:00,BancaItaliana,C00803900157111,Food,Debit Card,5711,134.79,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-08-14T14:14:31.001+02:00,BancaItaliana,C00803900157112,Food,Debit Card,5711,115.95,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-08-07T18:14:31.001+02:00,BancaItaliana,C00803900157113,Food,Debit Card,5711,134.9,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-12-11T12:35:14.001+02:00,BancaItaliana,C00803900157113,Food,Debit Card,5711,115.66,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-04-17T15:10:51.001+02:00,BancaItaliana,C00803900157112,Food,Debit Card,5711,133.55,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-03-06T14:14:38.001+02:00,BancaItaliana,C00803900157113,Food,Debit Card,5711,91.99,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-11-13T17:21:11.001+02:00,BancaItaliana,C00803900157113,Food,Debit Card,5711,102.83,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-02-20T14:25:37.001+02:00,BancaItaliana,C00803900157112,Food,Debit Card,5711,114.3,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-05-08T10:43:04.001+02:00,BancaItaliana,C00803900157112,Food,Debit Card,5711,133.23,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-06-19T18:18:51.001+02:00,BancaItaliana,C00803900157114,Food,Debit Card,5711,91.8,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-12-11T12:35:14.001+02:00,BancaItaliana,C00803900157113,Food,Debit Card,5711,115.66,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-10-23T17:57:42.001+02:00,BancaItaliana,C00803900157113,Food,Debit Card,5711,139.74,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-03-06T14:14:38.001+02:00,BancaItaliana,C00803900157113,Food,Debit Card,5711,91.99,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-09-18T10:54:33.001+02:00,BancaItaliana,C00803900157113,Food,Debit Card,5711,158.73,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-09-12T09:00:00.157+02:00,BancaItaliana,C00803900135043,Hotel,Debit Card,3504,212.01,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-05-02T16:00:00.001+02:00,BancaItaliana,C00803900154413,Candy,Debit Card,5441,36.38,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-03-02T16:00:00.001+02:00,BancaItaliana,C00803900154413,Candy,Debit Card,5441,24.53,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-05-02T16:00:00.001+02:00,BancaItaliana,C00803900154413,Candy,Debit Card,5441,36.38,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-04-02T16:00:00.001+02:00,BancaItaliana,C00803900154412,Candy,Debit Card,5441,24.75,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-11-02T16:00:00.001+02:00,BancaItaliana,C00803900154412,Candy,Debit Card,5441,36.31,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-07-02T16:00:00.001+02:00,BancaItaliana,C00803900159774,Cosmetics,Debit Card,5977,18.62,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-03-25T19:04:52.001+02:00,BancaItaliana,C00803900156313,Shoes,Debit Card,5631,40.79,C008039001,,57,N,N,N
1009505380,2,7,F,8/16/56 00:00,0,Carmela Giuggia,,3,3,34679,2013-07-20T12:30:57.001+02:00,BancaItaliana,C00803900156313,Shoes,Debit Card,5631,42.67,C008039001,,57,N,N,N
